011072353,14.96,14.45,14.306,14.255,14.758,13.356,13.022,12.974,14.502,.51,.382,1.986,5652,4.74,-.228,.086,.267,.708
011072394,15.471,14.763,14.487,14.363,15.266,13.3,12.813,12.718,14.782,.708,.582,2.753,4875,4.512,-1.108,.081,.251,.864
011072442,15.514,15.047,14.897,14.831,15.315,13.993,13.683,13.512,15.082,.467,.481,2.002,5876,4.401,-.378,.127,.393,1.089
011072460,14.145,13.66,13.495,13.428,13.956,12.519,12.15,12.115,13.69,.485,.404,2.03,5618,4.384,-.722,.09,.277,1.1
011072471,15.328,14.937,14.809,14.789,15.149,13.955,13.662,13.657,14.965,.391,.298,1.671,6143,4.482,-.453,.126,.391,.999
011072472,11.184,10.6,10.378,10.288,10.989,9.317,8.893,8.817,10.619,.584,.5,2.367,5067,4.559,-.983,.019,.059,.839
011072519,13.424,12.882,12.73,12.685,13.224,11.784,11.478,11.38,12.938,.542,.404,2.044,5512,4.525,-.067,.061,.188,.916
011072522,12.838,12.441,12.33,12.333,12.653,11.487,11.236,11.173,12.482,.397,.314,1.665,6003,4.27,-.177,.078,.242,1.287
011072604,15.997,15.389,15.207,15.129,15.776,14.15,13.929,13.728,15.444,.608,.422,2.269,5515,4.407,-.003,.125,.388,1.06
011072605,13.954,13.356,13.177,13.129,13.713,12.146,11.836,11.771,13.41,.598,.375,2.183,5469,4.075,.024,.098,.305,1.624
011072635,14.122,13.827,13.745,13.756,13.965,12.928,12.714,12.711,13.901,.295,.217,1.411,6512,4.218,-.376,.126,.39,1.407
011072639,14.879,14.375,14.211,14.158,14.661,13.217,12.852,12.846,14.411,.504,.371,2.033,5675,4.345,-.363,.111,.344,1.156
011072666,16.086,15.573,15.421,15.364,15.896,14.407,14.018,14.144,15.621,.513,.263,1.942,5791,4.4,-.172,.135,.419,1.086
011072681,15.447,14.886,14.739,14.665,15.233,13.727,13.352,13.266,14.951,.561,.461,2.181,5549,4.667,-.11,.098,.305,.769
011072687,15.248,14.571,14.344,14.253,15.037,13.257,12.789,12.737,14.615,.677,.52,2.511,5114,4.534,-.36,.085,.263,.871
011072819,13.122,12.759,12.691,12.677,12.957,11.73,11.49,11.464,12.82,.363,.266,1.658,6166,4.213,-.215,.094,.29,1.393
011072823,15.437,14.428,14.095,13.904,15.257,12.785,12.233,12.13,14.497,1.009,.655,3.307,4610,3.961,.487,.101,.314,1.834
011072852,11.981,10.867,10.492,10.261,11.642,9.047,8.384,8.271,10.939,1.114,.776,3.71,4447,1.97,.17,.132,.41,20.69
011072919,14.058,13.6,13.47,13.396,13.875,12.483,12.146,12.057,13.647,.458,.426,2.001,5755,4.357,-.546,.094,.291,1.145
011072982,14.252,13.527,13.293,13.142,13.994,12.08,11.628,11.512,13.581,.725,.568,2.74,5063,3.629,-.272,.121,.375,2.912
011073029,13.125,12.638,12.538,12.486,12.944,11.599,11.288,11.233,12.714,.487,.366,1.892,5676,4.626,-.079,.055,.169,.818
011073099,12.934,12.542,12.431,12.404,12.782,11.531,11.227,11.162,12.581,.392,.369,1.772,5956,4.264,-.533,.08,.247,1.295
011073118,13.29,13.018,13.001,-9999,-9999,12.09,11.908,11.915,13.088,.272,.175,1.375,-9999,-9999,-9999,-9999,-9999,-9999
011073124,15.525,15.016,14.879,14.794,15.345,13.932,13.598,13.494,15.073,.509,.438,2.031,5756,4.568,-.205,.114,.355,.883
011073181,15.186,14.709,14.578,14.537,14.989,13.694,13.426,13.336,14.76,.477,.358,1.85,5829,4.794,-.088,.094,.292,.668
011073194,12.916,12.426,12.281,12.244,12.709,11.41,11.071,11.006,12.471,.49,.404,1.91,5655,4.288,-.195,.068,.212,1.239
011073211,12.971,12.019,-9999,-9999,-9999,11.012,10.686,10.633,11.868,.952,.379,2.338,-9999,-9999,-9999,-9999,-9999,-9999
011073223,15.459,14.982,14.808,14.739,15.287,13.896,13.468,13.372,15.003,.477,.524,2.087,5800,4.352,-.565,.128,.397,1.153
011073237,15.372,14.755,14.569,14.518,15.149,13.595,13.212,13.134,14.81,.617,.461,2.238,5461,4.521,.078,.103,.318,.915
011073238,14.139,13.711,13.586,13.574,13.942,12.75,12.46,12.387,13.752,.428,.363,1.752,5975,4.441,-.149,.097,.302,1.042
011073392,13.116,12.669,-9999,-9999,-9999,11.529,11.21,11.121,12.641,.447,.408,1.995,-9999,-9999,-9999,-9999,-9999,-9999
011073408,16.437,15.82,15.626,15.576,16.236,14.643,14.282,14.08,15.869,.617,.563,2.357,5519,4.568,.042,.126,.392,.869
011073549,14.829,14.363,14.243,14.255,14.611,13.362,13.042,12.996,14.419,.466,.366,1.833,5957,4.417,.035,.114,.354,1.072
011073559,13.28,12.744,12.566,12.502,13.05,11.564,11.172,11.125,12.78,.536,.439,2.155,5482,4.031,-.439,.088,.272,1.722
011073567,11.183,10.878,10.815,10.853,11.016,10.041,9.858,9.811,10.926,.305,.23,1.372,6279,4.218,-.085,.055,.169,1.392
011073569,15.413,14.774,14.568,14.506,15.184,13.548,13.131,13.057,14.821,.639,.491,2.356,5347,4.451,-.075,.104,.323,.99
011073610,14.305,13.821,13.702,13.663,14.097,12.755,12.483,12.397,13.883,.484,.358,1.908,5807,4.439,-.032,.096,.297,1.036
011073621,15.805,15.082,14.867,14.746,15.591,13.714,13.304,13.185,15.148,.723,.529,2.62,5114,4.474,-.067,.102,.316,.942
011073622,15.165,14.627,14.465,14.375,14.948,13.404,12.987,12.926,14.675,.538,.478,2.239,5525,4.453,-.452,.106,.329,1.002
011073623,12.493,11.622,11.344,11.177,12.172,10.055,9.573,9.41,11.689,.871,.645,3.083,4890,2.372,.096,.142,.441,12.993
011073656,15.699,15.098,14.984,14.889,15.458,13.913,13.592,13.542,15.198,.601,.371,2.157,5521,4.456,-.024,.117,.364,.999
011073659,15.604,14.962,14.761,14.65,15.401,13.615,13.231,13.071,15.014,.642,.544,2.533,5221,4.521,-.33,.1,.309,.896
011073677,11.733,11.744,-9999,-9999,-9999,11.083,11.005,10.963,11.828,-.011,.12,.77,-9999,-9999,-9999,-9999,-9999,-9999
011073691,16.081,15.411,15.235,15.119,15.828,14.143,13.788,13.631,15.489,.67,.512,2.45,5376,4.372,.089,.125,.388,1.095
011073695,15.316,14.741,14.552,14.468,15.092,13.522,13.121,13.07,14.781,.575,.452,2.246,5408,4.532,-.501,.1,.31,.899
011073723,16.252,15.753,15.619,15.556,16.047,14.631,14.313,14.24,15.809,.499,.391,2.012,5873,4.503,-.099,.137,.425,.962
011073727,15.407,14.618,14.342,14.154,15.204,13.073,12.522,12.5,14.661,.789,.573,2.907,4785,4.287,-.556,.09,.279,1.155
011073754,13.398,13.165,13.166,-9999,-9999,12.17,12,11.962,13.237,.233,.208,1.436,-9999,-9999,-9999,-9999,-9999,-9999
011073818,14.4,13.816,13.653,13.547,14.233,12.541,12.121,12.064,13.877,.584,.477,2.336,5304,4.654,-.323,.067,.207,.762
011073839,15.616,15.084,14.952,14.867,15.423,13.98,13.566,13.505,15.151,.532,.475,2.111,5627,4.814,-.176,.097,.301,.644
011073849,15.27,14.784,14.652,14.551,15.123,13.637,13.3,13.169,14.837,.486,.468,2.101,5819,4.351,-.313,.125,.387,1.155
011073906,16.198,15.474,15.248,15.133,16.053,14.114,13.602,13.541,15.533,.724,.573,2.657,5013,4.909,-.191,.078,.242,.53
011073910,12.165,11.646,11.502,11.42,12.01,10.48,10.061,9.981,11.701,.519,.499,2.184,5381,4.635,-.445,.032,.1,.788
011073928,14.686,14.311,14.223,14.171,14.546,13.301,13.041,13.002,14.362,.375,.299,1.684,6249,4.212,-.362,.132,.411,1.4
011073945,14.999,14.594,14.496,14.465,14.823,13.598,13.303,13.226,14.647,.405,.372,1.773,6145,4.441,-.179,.123,.382,1.05
011073958,14.573,14.127,14.049,14.006,14.406,13.118,12.833,12.749,14.206,.446,.369,1.824,6004,4.467,-.043,.107,.331,1.01
011073977,15.929,15.393,15.167,14.983,15.77,13.923,13.46,13.387,15.396,.536,.536,2.542,5262,4.421,-.508,.119,.367,1.02
011074022,15.818,15.416,15.31,15.277,15.631,14.471,14.041,14.041,15.462,.402,.43,1.777,6243,4.389,-.108,.143,.445,1.124
011074051,12.143,11.468,-9999,-9999,-9999,10.625,10.436,10.413,11.385,.675,.212,1.73,-9999,-9999,-9999,-9999,-9999,-9999
011074063,14.522,13.971,13.816,13.781,14.308,12.836,12.525,12.444,14.028,.551,.392,2.078,5581,4.475,-.036,.091,.282,.98
011074080,14.044,13.151,12.829,12.655,13.748,11.576,11.01,10.875,13.193,.893,.701,3.169,4774,2.747,-.118,.149,.461,8.438
011074087,14.072,13.447,13.257,13.185,13.866,12.266,11.882,11.803,13.501,.625,.463,2.269,5279,4.524,-.095,.066,.205,.897
011074098,13.201,12.686,12.539,12.498,13.001,11.596,11.255,11.214,12.738,.515,.382,1.987,5539,4.551,-.237,.056,.174,.889
011074125,15.644,15.093,14.949,14.897,15.448,14.015,13.641,13.569,15.158,.551,.446,2.075,5567,5.082,-.013,.077,.24,.454
011074131,12.564,12.087,11.927,11.866,12.37,10.981,10.628,10.564,12.118,.477,.417,2,5511,4.332,-.909,.055,.171,1.164
011074134,16.056,15.427,15.229,15.17,15.9,14.262,13.865,13.756,15.477,.629,.506,2.3,5350,4.913,-.055,.089,.276,.55
011074140,13.112,12.818,12.751,12.768,12.967,11.971,11.766,11.724,12.892,.294,.247,1.388,6406,4.454,-.407,.086,.266,1.046
011074145,15.704,15.099,14.894,14.802,15.474,13.846,13.496,13.362,15.137,.605,.484,2.342,5422,4.325,-.301,.123,.381,1.166
011074168,15.059,14.615,14.475,14.462,14.875,13.587,13.292,13.243,14.65,.444,.344,1.816,5999,4.405,-.182,.123,.38,1.09
011074178,15.872,15.296,15.109,15.052,15.666,14.108,13.717,13.662,15.338,.576,.446,2.21,5537,4.585,-.162,.115,.356,.852
011074197,13.893,13.328,13.166,-9999,-9999,12.263,11.782,11.696,13.385,.565,.567,2.197,-9999,-9999,-9999,-9999,-9999,-9999
011074251,13.392,12.88,12.745,12.713,13.186,11.813,11.512,11.435,12.939,.512,.378,1.957,5633,4.485,-.043,.066,.206,.973
011074253,13.006,12.378,12.184,12.12,12.783,11.16,10.785,10.701,12.431,.628,.459,2.305,5264,4.138,-.065,.066,.205,1.479
011074255,15.87,15.443,15.308,15.263,15.674,14.445,14.067,14.067,15.477,.427,.378,1.803,6083,4.422,-.296,.14,.435,1.072
011074319,14.854,14.33,14.178,14.101,14.645,13.212,12.862,12.835,14.381,.524,.377,2.019,5562,4.694,-.394,.084,.262,.744
011074368,13.446,12.929,12.789,12.76,13.217,11.855,11.516,11.474,12.986,.517,.381,1.972,5666,4.225,-.002,.085,.262,1.344
011074374,15.056,14.547,14.387,14.319,14.839,13.416,13.026,13.034,14.588,.509,.382,2.022,5659,4.452,-.418,.109,.339,1.014
011074378,15.294,14.652,14.429,14.353,15.056,13.301,12.948,12.852,14.688,.642,.449,2.442,5287,4.296,-.22,.11,.342,1.197
011074380,12.058,11.296,11.068,10.958,11.793,9.901,9.458,9.371,11.365,.762,.53,2.687,5044,3.276,.163,.091,.283,4.551
011074452,14.243,13.661,13.505,13.443,14.014,12.477,12.166,12.073,13.726,.582,.404,2.17,5497,4.326,.018,.091,.281,1.171
011074473,14.026,13.568,13.463,13.41,13.833,12.535,12.179,12.157,13.632,.458,.378,1.869,5798,4.565,-.246,.082,.253,.888
011074514,15.065,14.567,14.438,14.419,14.867,13.487,13.191,13.182,14.626,.498,.305,1.883,5818,4.428,-.06,.116,.36,1.051
011074521,16.4,15.499,15.218,15.057,16.235,13.958,13.516,13.34,15.573,.901,.618,3.06,4789,4.452,.213,.1,.31,.922
011074531,16.24,15.614,15.439,15.305,16.037,14.359,13.971,13.973,15.679,.626,.386,2.267,5375,4.653,-.193,.113,.35,.769
011074541,14.121,13.247,13.005,12.846,13.931,11.772,11.244,11.176,13.34,.874,.596,2.945,4794,4.104,.259,.072,.223,1.505
011074543,12.595,11.732,11.446,11.269,12.323,10.131,9.544,9.452,11.791,.863,.679,3.143,4756,2.966,-.114,.112,.346,6.571
011074544,15.336,14.842,14.725,14.657,15.134,13.728,13.397,13.388,14.908,.494,.34,1.948,5812,4.446,-.16,.121,.376,1.028
011074630,13.468,13.176,13.14,13.15,13.343,12.349,12.086,12.096,13.249,.292,.253,1.372,6587,4.271,-.145,.112,.346,1.32
011074631,15.126,14.651,14.539,14.443,14.971,13.557,13.237,13.063,14.715,.475,.494,2.063,5894,4.357,-.227,.125,.386,1.151
011074641,15.129,14.567,14.436,14.34,14.942,13.42,13.064,12.996,14.644,.562,.424,2.133,5529,4.729,-.086,.087,.27,.709
011074679,15.846,15.326,15.198,15.091,15.668,14.217,13.914,13.839,15.392,.52,.378,2.007,5794,4.471,-.134,.13,.404,.996
011074681,14.241,13.738,13.607,13.537,14.05,12.608,12.23,12.214,13.797,.503,.394,2.027,5625,4.565,-.299,.081,.251,.881
011074687,15.761,14.983,14.698,14.52,15.536,13.444,12.913,12.801,15.017,.778,.643,2.96,4824,4.106,-.723,.115,.358,1.505
011074801,15.81,15.28,15.105,15.014,15.607,14.144,13.819,13.695,15.317,.53,.449,2.115,5651,4.5,-.438,.124,.385,.955
011074804,15.003,14.463,14.323,14.261,14.796,13.278,12.948,12.967,14.527,.54,.311,2.036,5613,4.465,-.148,.105,.326,.994
011074831,12.768,12.379,12.307,-9999,-9999,14.902,14.201,14.04,12.446,.389,.862,-1.272,-9999,-9999,-9999,-9999,-9999,-9999
011074835,13.991,13.23,12.967,12.845,13.737,11.842,11.333,11.242,13.274,.761,.6,2.749,5013,3.608,-.132,.116,.361,2.992
011074880,14.323,13.618,13.357,13.231,14.061,12.202,11.714,11.608,13.647,.705,.594,2.715,5077,3.603,-.512,.128,.396,3.014
011075008,15.732,15.162,14.976,14.913,15.523,13.948,13.608,13.515,15.203,.57,.433,2.217,5545,4.491,-.201,.119,.37,.957
011075038,14.567,14.002,13.813,13.756,14.345,12.83,12.471,12.381,14.039,.565,.449,2.186,5491,4.313,-.273,.1,.311,1.189
011075043,16.219,15.646,15.472,15.413,16.011,14.477,14.039,13.986,15.696,.573,.491,2.233,5576,4.671,-.111,.12,.372,.768
011075054,14.306,13.775,13.602,13.54,14.079,12.634,12.303,12.24,13.814,.531,.394,2.066,5620,4.09,-.303,.115,.355,1.6
011075055,13.395,13.071,12.98,12.993,13.229,12.185,11.939,11.912,13.105,.324,.273,1.483,6293,4.387,-.389,.094,.293,1.129
011075095,15.254,14.871,14.769,14.746,15.078,13.942,13.689,13.65,14.915,.383,.292,1.604,6199,4.764,-.223,.112,.347,.708
011075097,12.746,11.803,-9999,-9999,-9999,11.037,10.823,10.8,11.654,.943,.237,1.946,-9999,-9999,-9999,-9999,-9999,-9999
011075102,14.491,13.912,13.715,13.662,14.273,12.721,12.342,12.281,13.947,.579,.44,2.21,5427,4.4,-.252,.09,.28,1.062
011075124,13.406,13.208,13.181,13.215,13.269,12.471,12.311,12.24,13.257,.198,.231,1.166,6974,4.219,-.334,.125,.387,1.434
011075176,16.128,15.563,15.411,15.337,15.92,14.436,14.08,13.98,15.626,.565,.456,2.148,5543,5.038,-.086,.091,.283,.479
011075222,14.901,14.257,14.079,13.975,14.667,13,12.596,12.538,14.326,.644,.462,2.363,5307,4.376,-.083,.096,.299,1.084
011075279,13.976,13.379,13.239,13.159,13.759,12.226,11.887,11.814,13.46,.597,.412,2.162,5433,4.493,.083,.072,.222,.946
011075287,13.652,13.191,13.092,13.054,13.47,12.182,11.896,11.824,13.26,.461,.358,1.828,5804,4.679,-.065,.066,.206,.77
011075383,14.28,13.512,13.302,13.162,14.101,12.144,11.666,11.599,13.596,.768,.545,2.681,4934,4.498,-.005,.058,.18,.891
011075390,16.419,15.566,15.699,15.571,-9999,14.342,14.05,14.111,15.915,.853,.231,2.308,5018,4.55,-.103,.107,.331,.845
011075397,15.68,15.193,15.074,15.007,15.516,14.099,13.839,13.749,15.255,.487,.35,1.931,5924,4.41,-.12,.135,.42,1.081
011075410,13.994,13.221,13.015,12.871,13.814,11.875,11.397,11.323,13.309,.773,.552,2.671,4936,4.455,.063,.055,.169,.943
011075420,11.403,11.67,11.921,12.057,11.49,11.499,11.557,11.557,11.604,-.267,-.058,-.154,11089,3.736,.111,.159,.493,3.746
011075429,12.947,12.708,12.702,12.71,12.853,11.916,11.762,11.698,12.768,.239,.218,1.249,6841,4.075,-.174,.12,.373,1.714
011075446,13.57,13.243,13.181,13.137,13.451,12.291,12.035,11.973,13.298,.327,.318,1.597,6384,4.155,-.341,.118,.365,1.515
011075448,10.581,10.273,10.247,10.275,10.449,9.496,9.282,9.256,10.347,.308,.24,1.325,6291,4.356,-.001,.038,.119,1.172
011075456,10.73,10.429,10.4,10.415,10.603,9.622,9.432,9.378,10.499,.301,.244,1.352,6300,4.234,-.147,.046,.143,1.364
011075499,15.279,14.785,14.643,14.572,15.084,13.723,13.378,13.333,14.834,.494,.39,1.946,5680,4.864,-.401,.089,.276,.607
011075506,15.736,15.161,14.989,14.88,15.514,14,13.667,13.577,15.213,.575,.423,2.159,5543,4.499,-.224,.119,.368,.948
011075529,14.537,13.727,13.463,13.308,14.276,12.282,11.779,11.669,13.785,.81,.613,2.868,4974,3.54,.027,.132,.409,3.261
011075624,13.676,13.302,13.181,13.162,13.505,12.339,12.054,12.023,13.33,.374,.316,1.653,6066,4.34,-.613,.098,.303,1.184
011075625,13.825,13.378,13.245,13.219,13.626,12.396,12.083,12.028,13.419,.447,.368,1.797,5845,4.459,-.276,.086,.266,1.014
011076135,16.082,15.394,15.167,15.014,15.837,13.986,13.489,13.38,15.441,.688,.606,2.702,5105,4.348,-.568,.121,.374,1.106
011076168,14.892,14.589,14.528,14.508,14.765,13.659,13.448,13.353,14.637,.303,.306,1.539,6637,4.085,-.275,.154,.478,1.677
011076176,16.337,15.65,15.38,15.288,16.173,14.247,13.728,13.618,15.667,.687,.629,2.719,5034,4.616,-.29,.105,.326,.778
011076263,13.779,13.036,12.824,12.681,13.552,11.637,11.131,11.066,13.111,.743,.571,2.713,4996,3.997,-.107,.084,.259,1.778
011076276,15.564,15.036,14.925,14.859,15.377,13.913,13.595,13.596,15.117,.528,.317,1.968,5774,4.519,-.033,.123,.38,.938
011076279,14.347,14.159,14.167,14.16,14.27,13.335,13.069,13.018,14.206,.188,.317,1.329,7130,4.005,-.276,.157,.488,1.902
011076284,16.171,15.559,15.398,15.294,16.008,14.339,13.983,13.97,15.63,.612,.369,2.201,5401,4.898,-.083,.097,.301,.564
011076304,14.498,13.895,13.74,13.675,14.282,12.753,12.419,12.368,13.968,.603,.385,2.13,5477,4.562,.181,.081,.252,.872
011076333,15.675,15.119,14.954,14.873,15.449,14.019,13.648,13.608,15.171,.556,.411,2.067,5655,4.501,-.075,.123,.38,.954
