008869780,15.967,15.473,15.333,15.261,15.774,14.365,14,13.926,15.523,.494,.439,2.041,5836,4.604,-.23,.128,.396,.848
008869798,15.119,14.647,14.522,14.451,14.913,13.602,13.314,13.275,14.701,.472,.327,1.844,5916,4.389,-.109,.124,.384,1.108
008869801,14.918,14.474,14.339,14.271,14.715,13.38,13.064,12.99,14.513,.444,.39,1.928,5931,4.278,-.413,.127,.395,1.271
008869855,12.943,12.486,12.37,12.321,12.74,11.445,11.156,11.07,12.542,.457,.375,1.873,5785,4.279,-.171,.074,.23,1.261
008869892,12.923,12.554,12.498,-9999,-9999,11.947,11.794,11.77,12.625,.369,.177,1.153,-9999,-9999,-9999,-9999,-9999,-9999
008869921,14.355,13.927,13.824,13.767,14.157,12.948,12.654,12.605,13.983,.428,.343,1.75,6004,4.426,-.156,.106,.329,1.063
008870037,16.193,15.649,15.534,15.455,16.011,14.587,14.215,14.045,15.732,.544,.542,2.148,5822,4.583,.085,.133,.412,.87
008870135,15.646,15.086,14.935,14.9,15.431,13.987,13.691,13.579,15.148,.56,.408,2.067,5745,4.609,.282,.116,.36,.839
008870215,13.492,13.312,13.345,-9999,-9999,15.638,14.759,14.505,13.389,.18,1.133,-1.013,-9999,-9999,-9999,-9999,-9999,-9999
008870293,16.229,15.653,15.475,15.382,16.048,14.414,14.022,13.907,15.701,.576,.507,2.322,5479,4.755,-.308,.112,.346,.682
008870315,16.456,15.887,15.77,15.687,16.246,14.753,14.473,14.198,15.976,.569,.555,2.258,5794,4.509,.14,.142,.439,.951
008870343,15.777,15.364,15.31,15.25,15.607,14.332,14.061,13.974,15.45,.413,.358,1.803,6302,4.249,-.026,.153,.474,1.338
008870365,13.328,12.867,12.756,12.682,13.125,11.798,11.525,11.477,12.928,.461,.321,1.851,5772,4.343,-.235,.079,.245,1.165
008870383,14.278,13.448,13.199,12.945,13.996,11.836,11.259,11.16,13.523,.83,.676,3.118,4906,2.665,-.213,.16,.495,9.289
008870432,10.68,9.685,9.394,9.184,10.385,8.035,7.464,7.347,9.78,.995,.688,3.333,4615,2.393,.446,.09,.28,12.623
008870437,14.122,13.657,13.531,13.466,13.923,12.56,12.242,12.205,13.708,.465,.355,1.917,5770,4.472,-.366,.09,.28,.994
008870474,15.145,14.581,14.412,14.303,14.917,13.4,12.999,12.967,14.632,.564,.433,2.178,5498,4.429,-.372,.108,.335,1.03
008870522,12.839,12.6,12.586,12.594,12.7,11.804,11.611,11.589,12.66,.239,.215,1.25,6807,4.076,-.064,.118,.365,1.709
008870529,16.189,15.733,15.621,15.586,16,14.698,14.396,14.314,15.791,.456,.384,1.875,6112,4.672,.104,.137,.424,.789
008870543,14.498,13.831,13.655,13.546,14.258,12.593,12.217,12.153,13.908,.667,.44,2.345,5357,4.132,.207,.105,.326,1.497
008870545,13.232,12.785,12.686,12.641,13.042,11.82,11.547,11.481,12.85,.447,.339,1.751,5817,4.62,-.116,.062,.191,.83
