006836140,15.302,14.601,14.365,14.231,15.111,13.32,12.83,12.685,14.646,.701,.635,2.617,5037,4.616,-.35,.077,.237,.778
006921738,15.499,14.907,14.717,14.654,15.318,13.685,13.314,13.201,14.951,.592,.484,2.298,5401,4.59,-.206,.098,.303,.835
006921854,15.752,15.228,15.037,14.962,15.573,13.996,13.659,13.512,15.251,.524,.484,2.24,5619,4.394,-.51,.122,.38,1.086
006921876,14.669,13.856,13.551,13.35,14.391,12.22,11.698,11.611,13.886,.813,.609,3.058,4788,3.117,-.645,.139,.431,5.486
006921906,14.406,13.947,13.821,13.762,14.227,12.897,12.602,12.534,13.996,.459,.363,1.872,5806,4.536,-.363,.091,.282,.921
006921913,15.598,15.003,14.849,14.735,15.382,13.8,13.417,13.272,15.074,.595,.528,2.326,5459,4.591,-.124,.102,.315,.839
006924881,12.77,12.247,12.097,12.024,12.549,11.122,10.91,10.782,12.299,.523,.34,1.988,5571,3.985,-.228,.082,.253,1.835
006924906,12.394,12.451,14.012,14.052,14.595,10.989,10.809,10.779,12.546,-.057,.21,1.615,5683.5,4.436,-.144,.113,.351,1.0345
006924939,12.487,11.995,14.012,14.052,14.595,10.983,10.757,10.712,11.956,.492,.271,1.775,5683.5,4.436,-.144,.113,.351,1.0345
006924968,11.094,10.858,10.842,10.865,10.941,10.077,9.923,9.928,10.917,.236,.149,1.166,6569,4.068,-.15,.069,.212,1.709
006924982,13.867,13.476,13.352,13.302,13.678,12.423,12.16,12.108,13.507,.391,.315,1.759,6044,4.033,-.595,.121,.374,1.75
006925011,15.766,15.162,14.952,14.816,15.555,13.833,13.43,13.368,15.196,.604,.465,2.398,5285,4.523,-.703,.107,.331,.898
006925068,12.131,11.88,14.012,14.052,14.595,11.018,10.859,10.784,11.9,.251,.234,1.347,5683.5,4.436,-.144,.113,.351,1.0345
007006903,13.691,12.877,12.558,12.386,13.398,11.23,10.699,10.63,12.898,.814,.6,3.061,4804,2.647,-.538,.14,.434,9.451
007006937,13.837,13.011,12.703,12.548,13.512,11.397,10.922,10.83,13.043,.826,.567,3.007,4855,2.52,-.282,.144,.446,10.948
007006979,10.537,9.71,9.449,9.305,10.216,8.192,7.722,7.586,9.776,.827,.606,2.951,4891,2.207,-.014,.109,.338,15.749
007007005,16.173,15.61,15.465,15.376,15.966,14.361,14.109,14.07,15.677,.563,.291,2.103,5618,4.442,-.105,.127,.393,1.024
007007069,15.822,15.338,15.155,15.1,15.613,14.275,13.941,13.795,15.355,.484,.48,2.027,5806,4.331,-.429,.131,.406,1.185
007007146,14.743,14.205,14.027,13.968,14.526,13.121,12.788,12.692,14.242,.538,.429,2.051,5618,4.309,-.201,.106,.327,1.206
007007148,15.801,15.385,15.272,15.218,15.615,14.365,13.986,13.9,15.431,.416,.465,1.901,6088,4.416,-.342,.133,.412,1.081
007007169,14.39,13.939,13.827,14.052,14.595,12.931,12.717,12.722,13.996,.451,.209,1.668,5683.5,4.436,-.144,.113,.351,1.0345
007007173,12.163,11.267,10.966,10.79,11.847,9.695,9.191,9.07,11.325,.896,.625,3.093,4775,2.293,-.014,.131,.408,14.22
007007174,14.393,13.924,13.792,13.729,14.232,12.823,12.538,12.481,13.972,.469,.342,1.912,5806,4.413,-.303,.098,.303,1.071
007007204,16.691,15.937,15.622,15.519,16.442,14.384,13.833,13.839,15.942,.754,.545,2.852,4949,4.373,-.386,.119,.368,1.053
007007211,14.306,14.087,14.084,14.052,14.595,15.829,15.011,14.488,14.152,.219,1.341,-.182,5683.5,4.436,-.144,.113,.351,1.0345
007007272,14.388,13.887,13.752,14.052,14.595,12.818,12.592,12.559,13.943,.501,.259,1.829,5683.5,4.436,-.144,.113,.351,1.0345
007009632,11.681,11.242,11.109,11.075,11.539,10.154,9.869,9.798,11.28,.439,.356,1.883,5705,4.367,-.406,.043,.133,1.128
